,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
36,benugo-bfi-london,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'british', 'title': 'British'}]","{'latitude': 51.5065572714827, 'longitude': -0.114690049915339}",+44 20 7928 3232,1628.8920577903173,gFaF-KRsKaGJWveD7_8Baw,https://s3-media3.fl.yelpcdn.com/bphoto/Z6Db0iz-oqIcTQox8-GQiQ/o.jpg,False,"{'address1': 'BFI South Bank', 'address2': '2166 Belvedere Rd', 'address3': '', 'city': 'London', 'zip_code': 'SE1 8XT', 'country': 'GB', 'state': 'XGL', 'display_address': ['BFI South Bank', '2166 Belvedere Rd', 'London SE1 8XT', 'United Kingdom']}",Benugo @ BFI,+442079283232,££,3.5,33,[],https://www.yelp.com/biz/benugo-bfi-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
37,gourmet-burger-kitchen-london-33,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 51.513195, 'longitude': -0.100059}",+44 20 7248 9199,2485.2502291018577,KL55QFxyXIgx833f76mMIg,,False,"{'address1': 'Unit 4', 'address2': 'Condor House', 'address3': 'St Pauls Church Yard', 'city': 'London', 'zip_code': 'EC4M 8AL', 'country': 'GB', 'state': 'XGL', 'display_address': ['Unit 4', 'Condor House', 'St Pauls Church Yard', 'London EC4M 8AL', 'United Kingdom']}",Gourmet Burger Kitchen,+442072489199,,2.0,1,[],https://www.yelp.com/biz/gourmet-burger-kitchen-london-33?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
38,daylesford-farmhouse-and-cafe-london,"[{'alias': 'organic_stores', 'title': 'Organic Stores'}, {'alias': 'british', 'title': 'British'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 51.5185188799413, 'longitude': -0.151910542410043}",+44 20 3696 6500,1272.0918945942365,66uNLSVxF-S9CeGE_olN6Q,https://s3-media3.fl.yelpcdn.com/bphoto/yWWENL-YY21727SWK7ijCg/o.jpg,False,"{'address1': '6-8 Blandford Street', 'address2': 'Marylebone', 'address3': '', 'city': 'London', 'zip_code': 'W1U 4AU', 'country': 'GB', 'state': 'XGL', 'display_address': ['6-8 Blandford Street', 'Marylebone', 'London W1U 4AU', 'United Kingdom']}",Daylesford Farmhouse & Cafe,+442036966500,££,3.5,20,[],https://www.yelp.com/biz/daylesford-farmhouse-and-cafe-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
39,las-iguanas-london,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 51.5055947841907, 'longitude': -0.117650182564496}",+44 20 7620 1328,1501.0625729181472,Lp5AgT02FlvuS4RKUyE9og,https://s3-media1.fl.yelpcdn.com/bphoto/M0gIOJQ5dshF-TulP3tz7Q/o.jpg,False,"{'address1': 'Royal Festival Hall Festival Terrace', 'address2': 'Southbank Centre', 'address3': 'Belvedere Road', 'city': 'London', 'zip_code': 'SE1 8XX', 'country': 'GB', 'state': 'XGL', 'display_address': ['Royal Festival Hall Festival Terrace', 'Southbank Centre', 'Belvedere Road', 'London SE1 8XX', 'United Kingdom']}",Las Iguanas,+442076201328,££,3.0,82,[],https://www.yelp.com/biz/las-iguanas-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
40,chikn-marylebone,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'british', 'title': 'British'}]","{'latitude': 51.5218539, 'longitude': -0.1572304}",+44 20 7935 6648,1781.1810879166778,YgyzhjLyaw4NQ0AlMDolxg,https://s3-media2.fl.yelpcdn.com/bphoto/fofQhnIZyG6Z3JPC9nXdjg/o.jpg,False,"{'address1': '134 Baker Street', 'address2': '', 'address3': None, 'city': 'Marylebone', 'zip_code': 'W1U 6SH', 'country': 'GB', 'state': 'XGL', 'display_address': ['134 Baker Street', 'Marylebone W1U 6SH', 'United Kingdom']}",CHIK'N,+442079356648,,3.0,8,[],https://www.yelp.com/biz/chikn-marylebone?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
41,burger-king-london-41,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 51.5381363268956, 'longitude': -0.141681636713732}",+44 20 7482 4689,2841.0687503426993,WhcwrRFqfQwk4igZL29qVA,https://s3-media3.fl.yelpcdn.com/bphoto/pAqJGUToNSER8Gb_WX_jgQ/o.jpg,False,"{'address1': '126-138 Camden High Street', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'NW1 0LU', 'country': 'GB', 'state': 'XGL', 'display_address': ['126-138 Camden High Street', 'London NW1 0LU', 'United Kingdom']}",Burger King,+442074824689,££,2.5,14,[],https://www.yelp.com/biz/burger-king-london-41?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
42,time-coffee-shop-london,"[{'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 51.4829564472262, 'longitude': -0.310719835828866}",+44 20 8847 5777,12545.709689037109,Um6_yC3DXVqLSWC__QOG-Q,https://s3-media4.fl.yelpcdn.com/bphoto/s6I3q5B64CykGYZzLj8qqQ/o.jpg,False,"{'address1': '1 Unit Brentford', 'address2': 'Brentford Lock', 'address3': None, 'city': 'London', 'zip_code': 'TW8 8AQ', 'country': 'GB', 'state': 'XGL', 'display_address': ['1 Unit Brentford', 'Brentford Lock', 'London TW8 8AQ', 'United Kingdom']}",Time Coffee Shop,+442088475777,££,3.5,4,[],https://www.yelp.com/biz/time-coffee-shop-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
43,chicken-cottage-london-34,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 51.486816, 'longitude': -0.095423}",+44 20 7252 5327,3999.1706180766614,d00a3-YHU7c0XgDaqUwIIg,,False,"{'address1': '278 Walworth Road', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'SE17 2TE', 'country': 'GB', 'state': 'XGL', 'display_address': ['278 Walworth Road', 'London SE17 2TE', 'United Kingdom']}",Chicken Cottage,+442072525327,,4.0,1,[],https://www.yelp.com/biz/chicken-cottage-london-34?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
44,cafe-koha-bar-london,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 51.511339, 'longitude': -0.127849}",+44 20 7497 0282,586.1004257710379,zihCFTMz196bdYtm3YTigw,https://s3-media4.fl.yelpcdn.com/bphoto/NZaCq6zpuY0dWrw2itPPzg/o.jpg,False,"{'address1': '11 St Martins Court', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'WC2N 4AJ', 'country': 'GB', 'state': 'XGL', 'display_address': ['11 St Martins Court', 'London WC2N 4AJ', 'United Kingdom']}",Cafe Koha Bar,+442074970282,££,4.0,13,[],https://www.yelp.com/biz/cafe-koha-bar-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
45,princess-of-wales-london-5,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]","{'latitude': 51.540283, 'longitude': -0.153757}",+44 20 7722 0354,3308.760162641669,3OIaUlgZWnyAhxoWqrB61Q,https://s3-media3.fl.yelpcdn.com/bphoto/gcBxeTrk981YT3QcK6kk0A/o.jpg,False,"{'address1': '22 Chalcot Road', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'NW1 8LL', 'country': 'GB', 'state': 'XGL', 'display_address': ['22 Chalcot Road', 'London NW1 8LL', 'United Kingdom']}",Princess of Wales,+442077220354,££,4.0,32,[],https://www.yelp.com/biz/princess-of-wales-london-5?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
46,the-jam-tree-london-2,"[{'alias': 'british', 'title': 'British'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 51.4792716, 'longitude': -0.1871939}",+44 20 3397 3739,5114.718681337707,MfIV3RoaUgyxfYzqzora0Q,https://s3-media3.fl.yelpcdn.com/bphoto/aR-wR2yxWC0JoEQcXP-j9A/o.jpg,False,"{'address1': '541 Kings Road', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'SW6 2EB', 'country': 'GB', 'state': 'XGL', 'display_address': ['541 Kings Road', 'London SW6 2EB', 'United Kingdom']}",The Jam Tree,+442033973739,££,3.5,18,[],https://www.yelp.com/biz/the-jam-tree-london-2?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
47,camden-town-brewery-london-2,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'breweries', 'title': 'Breweries'}]","{'latitude': 51.5468318969433, 'longitude': -0.146872169040243}",+44 20 7485 1671,3854.9061951335702,KuwUTzRwJDT2XBfowo6hTQ,https://s3-media2.fl.yelpcdn.com/bphoto/8-LODjpI5S7ggUF6SAKA1A/o.jpg,False,"{'address1': '55-59 Wilkin Street Mews', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'NW5', 'country': 'GB', 'state': 'XGL', 'display_address': ['55-59 Wilkin Street Mews', 'London NW5', 'United Kingdom']}",Camden Town Brewery,+442074851671,££,4.5,36,[],https://www.yelp.com/biz/camden-town-brewery-london-2?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
48,burgitzza-hemel-hempstead,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 51.7530517578125, 'longitude': -0.472754001617432}",+44 1442 262153,35398.251440122294,IfCUMLGJVWJIg-ArQRSskw,https://s3-media4.fl.yelpcdn.com/bphoto/mxO20r9OntMuomNsvePUlg/o.jpg,False,"{'address1': '25 Market Square', 'address2': '', 'address3': None, 'city': 'Hemel Hempstead', 'zip_code': 'HP1 1ER', 'country': 'GB', 'state': 'HRT', 'display_address': ['25 Market Square', 'Hemel Hempstead HP1 1ER', 'United Kingdom']}",Burgitzza,+441442262153,,4.0,1,[],https://www.yelp.com/biz/burgitzza-hemel-hempstead?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
49,tufnell-park-kebabs-and-fish-bar-london,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 51.5566319, 'longitude': -0.1383764}",+44 20 7485 7015,4859.511888435558,y_KRXKpgvuRRJ83eMQcduw,,False,"{'address1': '233 Brecknock Road', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'N19 5AA', 'country': 'GB', 'state': 'XGL', 'display_address': ['233 Brecknock Road', 'London N19 5AA', 'United Kingdom']}",Tufnell Park Kebabs & Fish Bar,+442074857015,£,4.0,5,[],https://www.yelp.com/biz/tufnell-park-kebabs-and-fish-bar-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
0,all-bar-one-london-14,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'british', 'title': 'British'}]","{'latitude': 51.5026432, 'longitude': -0.1170874}",+44 20 7921 9471,1703.343207465187,Lkaw7-pBLChtNHyIEwwwVg,https://s3-media2.fl.yelpcdn.com/bphoto/6EaIooxPDzRo7wDqP0xbPA/o.jpg,False,"{'address1': '1-3 Chicheley Street', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'SE1 7PY', 'country': 'GB', 'state': 'XGL', 'display_address': ['1-3 Chicheley Street', 'London SE1 7PY', 'United Kingdom']}",All Bar One,+442079219471,££,2.5,30,[],https://www.yelp.com/biz/all-bar-one-london-14?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
1,grumbles-london,"[{'alias': 'british', 'title': 'British'}, {'alias': 'french', 'title': 'French'}]","{'latitude': 51.491138, 'longitude': -0.138889}",+44 20 7834 0149,2420.687320405427,5sEiM_Xw5jXbMhloNqSgYQ,https://s3-media3.fl.yelpcdn.com/bphoto/D6YLzHz7ilRcYpLsaG92Gg/o.jpg,False,"{'address1': '35 Churton Street', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'SW1V 2LT', 'country': 'GB', 'state': 'XGL', 'display_address': ['35 Churton Street', 'London SW1V 2LT', 'United Kingdom']}",Grumbles,+442078340149,££,4.0,63,[],https://www.yelp.com/biz/grumbles-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
2,buffalo-american-bar-and-diner-croydon,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 51.370704, 'longitude': -0.099914}",+44 20 8686 5800,16001.731205000173,BT66F7DV2rlYJCu-S7TrRQ,https://s3-media3.fl.yelpcdn.com/bphoto/idTozJRoHgBk3_XXrZ1YNQ/o.jpg,False,"{'address1': '91-101 High Street', 'address2': '', 'address3': '', 'city': 'Croydon', 'zip_code': 'CR0 1QF', 'country': 'GB', 'state': 'XGL', 'display_address': ['91-101 High Street', 'Croydon CR0 1QF', 'United Kingdom']}",Buffalo American Bar and Diner,+442086865800,££,3.5,9,[],https://www.yelp.com/biz/buffalo-american-bar-and-diner-croydon?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
3,the-wells-london,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}]","{'latitude': 51.5586532, 'longitude': -0.1736517}",+44 20 7794 3785,5726.286759335337,SwMC6s8yboIMbDp1_f3A5w,https://s3-media3.fl.yelpcdn.com/bphoto/9xGavwrvEIJaLCDxf7Syzw/o.jpg,False,"{'address1': '30 Well Walk', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'NW3 1BX', 'country': 'GB', 'state': 'XGL', 'display_address': ['30 Well Walk', 'London NW3 1BX', 'United Kingdom']}",The Wells,+442077943785,££,4.0,37,[],https://www.yelp.com/biz/the-wells-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
4,the-blue-legume-london,"[{'alias': 'british', 'title': 'British'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 51.541374206543, 'longitude': -0.103168003261089}",+44 20 7226 5858,3900.6488057505812,bOEPov-chRVQhggY5k805w,https://s3-media2.fl.yelpcdn.com/bphoto/WWP-3JU0P08fyT4HtHULhw/o.jpg,False,"{'address1': '177 Upper St', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'N1 1RG', 'country': 'GB', 'state': 'XGL', 'display_address': ['177 Upper St', 'London N1 1RG', 'United Kingdom']}",The Blue Legume,+442072265858,££,4.0,48,[],https://www.yelp.com/biz/the-blue-legume-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
5,five-guys-chelsea-3,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 51.4882345806176, 'longitude': -0.166349010222802}",+44 20 7751 5900,3450.932546066468,dxESwtKfa8NfIMfb9ufGUg,https://s3-media3.fl.yelpcdn.com/bphoto/q8R3YFwjp1C1QYCzF3wnBA/o.jpg,False,"{'address1': ""27 King's Road"", 'address2': '', 'address3': None, 'city': 'Chelsea', 'zip_code': 'SW3 4PW', 'country': 'GB', 'state': 'XGL', 'display_address': [""27 King's Road"", 'Chelsea SW3 4PW', 'United Kingdom']}",Five Guys,+442077515900,,1.0,1,[],https://www.yelp.com/biz/five-guys-chelsea-3?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
6,the-alma-london-4,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}]","{'latitude': 51.417599, 'longitude': -0.08051}",+44 20 8768 1885,11287.451214434148,EfAg30Z_Pq-7rA4YDvqM_g,https://s3-media2.fl.yelpcdn.com/bphoto/nByHChzNgLrIkPB_WlvmxA/o.jpg,False,"{'address1': '95 Church Road', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'SE19 2TA', 'country': 'GB', 'state': 'XGL', 'display_address': ['95 Church Road', 'London SE19 2TA', 'United Kingdom']}",The Alma,+442087681885,££,4.0,8,[],https://www.yelp.com/biz/the-alma-london-4?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
7,studio-cafe-borehamwood,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 51.6597519, 'longitude': -0.25899}",+44 20 8207 3345,18407.500444852434,k_dD4xbeoCkP2i1TOsIOFg,https://s3-media1.fl.yelpcdn.com/bphoto/QrMFuyEnMHsF99ds36GBmA/o.jpg,False,"{'address1': 'Studio 2000', 'address2': '5 Elstree Way', 'address3': '', 'city': 'Borehamwood', 'zip_code': 'WD6 1SF', 'country': 'GB', 'state': 'HRT', 'display_address': ['Studio 2000', '5 Elstree Way', 'Borehamwood WD6 1SF', 'United Kingdom']}",Studio Cafe,+442082073345,,4.0,2,[],https://www.yelp.com/biz/studio-cafe-borehamwood?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
8,the-archduke-london,"[{'alias': 'modern_european', 'title': 'Modern European'}]","{'latitude': 51.5048409, 'longitude': -0.11521}",+44 20 7928 9370,1627.9267950730457,nLtO_GHc5gkW4Vpf-g4ESA,https://s3-media1.fl.yelpcdn.com/bphoto/TDVm0pFZhdVAz6MzrOyG5A/o.jpg,False,"{'address1': 'Concert Hall Approach South Bank', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'SE1 8XU', 'country': 'GB', 'state': 'XGL', 'display_address': ['Concert Hall Approach South Bank', 'London SE1 8XU', 'United Kingdom']}",The Archduke,+442079289370,££,4.0,15,[],https://www.yelp.com/biz/the-archduke-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
9,dalloway-terrace-london,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'british', 'title': 'British'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 51.5172302719223, 'longitude': -0.12909671319926}",+44 20 7347 1221,681.2327177861348,zZQdJRJ1hqFuNWmCuOictg,https://s3-media1.fl.yelpcdn.com/bphoto/pgstCtH6AF7Cpj3flhx06A/o.jpg,False,"{'address1': '16-22 Great Russell Street', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'WC1B 3NN', 'country': 'GB', 'state': 'XGL', 'display_address': ['16-22 Great Russell Street', 'London WC1B 3NN', 'United Kingdom']}",Dalloway Terrace,+442073471221,£££,4.5,23,[],https://www.yelp.com/biz/dalloway-terrace-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
10,five-guys-london-2,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]","{'latitude': 51.5062084, 'longitude': -0.2216369}",,5975.252573477535,gnHQda6bL7QLEFX0pHe67g,https://s3-media2.fl.yelpcdn.com/bphoto/C7NFBAFHyGwZUzOzUHeX-g/o.jpg,False,"{'address1': '32 Caxton Road', 'address2': ""Westfield Sheperd's Bush"", 'address3': '', 'city': 'London', 'zip_code': 'W12 8AJ', 'country': 'GB', 'state': 'XGL', 'display_address': ['32 Caxton Road', ""Westfield Sheperd's Bush"", 'London W12 8AJ', 'United Kingdom']}",Five Guys,,££,3.5,11,[],https://www.yelp.com/biz/five-guys-london-2?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
11,mcdonalds-london-71,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 51.549316, 'longitude': -0.141201}",+44 20 7267 8002,4072.633764813387,ta2z0uLSf4BM2Igf8V7-yA,https://s3-media2.fl.yelpcdn.com/bphoto/Fb9hIrTtDVEB81dJ-bp9uA/o.jpg,False,"{'address1': '295 Kentish Town Road', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'NW5 2TJ', 'country': 'GB', 'state': 'XGL', 'display_address': ['295 Kentish Town Road', 'London NW5 2TJ', 'United Kingdom']}",McDonald's,+442072678002,,2.0,1,[],https://www.yelp.com/biz/mcdonalds-london-71?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
12,the-refinery-london,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'british', 'title': 'British'}]","{'latitude': 51.5058972, 'longitude': -0.1000948}",+44 845 468 0186,2636.5934248220274,hxjqk7WGaqb58bLj3snBUQ,https://s3-media1.fl.yelpcdn.com/bphoto/SLVZuTnrCRVsZc01hTk6Hg/o.jpg,False,"{'address1': 'The Blue Fin Building', 'address2': '110 Southwark Street', 'address3': '', 'city': 'London', 'zip_code': 'SE1 0TF', 'country': 'GB', 'state': 'XGL', 'display_address': ['The Blue Fin Building', '110 Southwark Street', 'London SE1 0TF', 'United Kingdom']}",The Refinery,+448454680186,££,3.5,61,[],https://www.yelp.com/biz/the-refinery-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
13,the-breakfast-club-london-5,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'diners', 'title': 'Diners'}]","{'latitude': 51.5183525085449, 'longitude': -0.0783239975571632}",+44 20 7078 9633,4034.839657484001,wFWiE3iYnAeZAqY_rYUijw,https://s3-media2.fl.yelpcdn.com/bphoto/ngN4FmcyWKpk0oAfMD3VTw/o.jpg,False,"{'address1': '12-16 Artillery Lane', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'E1 7LS', 'country': 'GB', 'state': 'XGL', 'display_address': ['12-16 Artillery Lane', 'London E1 7LS', 'United Kingdom']}",The Breakfast Club,+442070789633,££,3.5,115,[],https://www.yelp.com/biz/the-breakfast-club-london-5?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
14,gourmet-burger-kitchen-greenhithe,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 51.4399956248074, 'longitude': 0.272713100602516}",+44 1322 423888,29438.91454680265,yLnlR-qDjKIDSFrBovNaGA,https://s3-media3.fl.yelpcdn.com/bphoto/4JYBQgHaq3AxR-lrzsJ3Gw/o.jpg,False,"{'address1': 'Bluewater Shopping Centre', 'address2': 'SVL06B Lower Mall The Plaza Bluewater', 'address3': '', 'city': 'Greenhithe', 'zip_code': 'DA9 9NT', 'country': 'GB', 'state': 'KEN', 'display_address': ['Bluewater Shopping Centre', 'SVL06B Lower Mall The Plaza Bluewater', 'Greenhithe DA9 9NT', 'United Kingdom']}",Gourmet Burger Kitchen,+441322423888,,3.5,3,[],https://www.yelp.com/biz/gourmet-burger-kitchen-greenhithe?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
15,the-book-club-london,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 51.5245401, 'longitude': -0.0815927}",+44 20 7684 8618,3979.2690298969997,UMJxTGTSShg2u1FFwZBWAQ,https://s3-media4.fl.yelpcdn.com/bphoto/YO4Qx3G-oP_vnK0aoYZgxA/o.jpg,False,"{'address1': '100 Leonard Street', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'EC2A 4RH', 'country': 'GB', 'state': 'XGL', 'display_address': ['100 Leonard Street', 'London EC2A 4RH', 'United Kingdom']}",The Book Club,+442076848618,££,4.0,119,[],https://www.yelp.com/biz/the-book-club-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
